Year,Term,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,CRN,Section,Start Time,End Time,Days of Week,Room,Building
2019,Spring,BUS,302,0,26,6,1,0,0,0,0,0,0,0,0,0,0,"DeBrock, Lawrence M",67692,A,04:00 PM,06:50 PM,M,2063,Business Instructional Fac
2019,Spring,CEE,201,7,23,5,2,5,1,1,1,0,0,0,0,1,0,"Cai, Ximing",31707,NP,09:30 AM,10:50 AM,TR,1310,Newmark Civil Engineering Bldg
2019,Spring,CEE,202,0,14,28,21,16,12,6,1,3,0,1,1,0,0,"Koloutsou-Vakak, Sotiria",31708,E,12:30 PM,01:50 PM,TR,1310,Newmark Civil Engineering Bldg
2019,Spring,CEE,300,1,3,22,17,22,11,6,5,1,1,0,0,0,0,"Garg, Nishant",36261,AE1,01:00 PM,01:50 PM,MWF,1310,Newmark Civil Engineering Bldg
2019,Spring,CEE,310,4,6,2,5,13,8,3,5,2,3,1,0,0,0,"Tutumluer, Erol",31699,D,11:00 AM,11:50 AM,MWF,1310,Newmark Civil Engineering Bldg
2019,Spring,CEE,320,0,38,21,13,7,7,2,1,0,0,0,0,0,0,"Ignacio, Ernest-John D",31698,LM,03:30 PM,04:50 PM,TR,1310,Newmark Civil Engineering Bldg
2019,Spring,CEE,330,3,15,57,23,17,10,7,4,1,0,1,0,0,0,"Guest, Jeremy S",31700,PQ,02:00 PM,03:20 PM,TR,1310,Newmark Civil Engineering Bldg
2019,Spring,CEE,350,0,10,2,9,18,2,2,10,9,0,1,0,0,0,"Valocchi, Albert J",31701,F,02:00 PM,02:50 PM,MWF,2311,Newmark Civil Engineering Bldg
2019,Spring,CEE,360,12,13,10,5,8,6,2,0,1,0,0,0,1,0,"Cha, Eun Jeong",31702,B,09:00 AM,09:50 AM,MWF,1310,Newmark Civil Engineering Bldg
2019,Spring,CEE,380,3,7,7,15,12,10,8,8,5,3,2,0,1,0,"Makhnenko, Roman",41439,RS,11:00 AM,12:20 PM,TR,3017,Electrical & Computer Eng Bldg
2019,Spring,CEE,415,1,6,5,3,9,5,3,0,0,0,0,0,0,0,"Schmidt, Arthur R",60850,ONL,ARRANGED,,,,
2019,Spring,CEE,418,0,4,7,7,3,5,4,0,0,0,0,0,0,0,"Ouyang, Yanfeng",68213,ONC,ARRANGED,,,,
2019,Spring,CEE,420,0,52,37,26,9,15,5,4,2,0,0,0,0,0,"Liu, Liang Y",39554,,06:00 PM,08:50 PM,W,1310,Newmark Civil Engineering Bldg
2019,Spring,CEE,421,5,22,12,4,7,2,2,3,0,0,0,0,0,0,"El-Rayes, Khaled A",31712,LM3,08:00 AM,09:20 AM,TR,1310,Newmark Civil Engineering Bldg
2019,Spring,CEE,422,5,21,23,30,26,8,3,1,0,0,0,0,0,0,"El-Gohary, Nora",61982,,02:00 PM,03:20 PM,TR,103,Talbot Laboratory
2019,Spring,CEE,424,0,19,11,9,13,6,1,0,2,1,0,0,0,2,"Young, Brent D",68029,ONC,ARRANGED,,,,
2019,Spring,CEE,433,1,13,4,3,2,0,0,0,0,0,0,1,0,0,"Stillwell, Ashlynn S",69565,ONC,ARRANGED,,,,
2019,Spring,CEE,437,4,5,4,3,5,3,1,0,0,0,0,0,0,0,"Men, Yujie",31720,F,03:30 PM,04:50 PM,TR,3310,Newmark Civil Engineering Bldg
2019,Spring,CEE,449,1,4,5,5,11,3,0,0,0,0,0,0,0,0,"Marinas, Benito J",31717,RAM,12:00 PM,12:50 PM,TR,2312,Newmark Civil Engineering Bldg
2019,Spring,CEE,452,1,2,4,1,9,6,2,2,0,2,0,0,0,0,"Garcia, Marcelo H",31727,C,10:00 AM,10:50 AM,MWF,1310,Newmark Civil Engineering Bldg
2019,Spring,CEE,460,5,15,6,8,5,2,4,3,3,2,1,2,1,0,"Lombardo, Franklin T",31703,LM,08:00 AM,09:50 AM,MW,2311,Newmark Civil Engineering Bldg
2019,Spring,CEE,461,5,23,7,5,1,2,0,3,0,0,0,0,0,0,"Asem, Pouyan",31704,NP,10:00 AM,11:50 AM,TR,2311,Newmark Civil Engineering Bldg
2019,Spring,CEE,462,1,17,7,5,2,5,2,2,0,0,0,0,0,0,"Fahnestock, Larry A",62000,,02:00 PM,03:20 PM,TR,2311,Newmark Civil Engineering Bldg
2019,Spring,CEE,465,2,6,9,10,9,2,0,0,0,0,0,0,0,0,"LaFave, James M",31731,TW3,10:00 AM,11:50 AM,MW,3310,Newmark Civil Engineering Bldg
2019,Spring,CEE,468,2,7,7,9,2,0,0,2,0,0,0,0,0,0,"Gurfinkel, German",31732,LM3,08:00 AM,09:20 AM,TR,1311,Newmark Civil Engineering Bldg
2019,Spring,CEE,470,3,8,3,2,7,5,0,0,0,0,0,0,0,0,"Zhang, Xiaojia",68033,ONC,ARRANGED,,,,
2019,Spring,CEE,498,2,21,9,10,4,1,0,0,0,0,0,0,0,0,"Ignacio, Ernest-John D",58740,CF3,11:00 AM,12:20 PM,TR,1310,Newmark Civil Engineering Bldg
2019,Spring,CEE,537,3,5,5,5,6,3,0,0,0,0,0,0,0,0,"Marinas, Benito J",69231,LM,08:00 AM,09:50 AM,TR,2311,Newmark Civil Engineering Bldg
2019,Spring,CEE,570,2,7,6,11,11,4,8,0,1,0,0,0,0,0,"Duarte, Carlos A",31749,D,11:00 AM,11:50 AM,MWF,2311,Newmark Civil Engineering Bldg
2019,Spring,CEE,572,0,29,5,2,1,0,0,0,0,0,0,0,0,0,"Elbanna, Ahmed",46693,NP,12:30 PM,01:50 PM,MW,2311,Newmark Civil Engineering Bldg
2019,Spring,CEE,592,2,12,3,2,3,1,1,1,0,1,0,0,0,0,"Chini, Christopher",61987,D,11:00 AM,12:20 PM,TR,1311,Newmark Civil Engineering Bldg
2019,Spring,CEE,598,25,60,5,0,1,0,1,0,0,0,0,0,0,0,"Golparvar Fard, Mani",50278,BIC,ARRANGED,,,,
2019,Spring,CHBE,221,4,4,3,0,10,0,0,8,0,0,2,0,2,1,"Rogers, Simon",60171,A,12:00 PM,12:50 PM,MWF,161,Noyes Laboratory
2019,Spring,CHBE,321,0,4,17,6,11,9,14,24,2,3,0,0,4,3,"Hammack, William S",31773,AD1,12:00 PM,12:50 PM,F,150,English Building
2019,Spring,CHBE,421,3,15,4,6,19,4,15,18,10,0,2,3,0,1,"Diao, Ying",60296,AD1,01:00 PM,01:50 PM,F,143,Henry Administration Bldg
2019,Spring,CHBE,422,1,17,11,20,16,7,8,18,6,0,0,0,0,0,"Su, Xiao",32028,AD1,01:00 PM,01:50 PM,F,162,Noyes Laboratory
2019,Spring,CHBE,424,1,13,3,4,12,4,5,21,9,0,1,0,0,0,"Seebauer, Edmund G",32041,A,09:00 AM,09:50 AM,MWF,217,Noyes Laboratory
2019,Spring,CHBE,430,0,56,11,2,4,0,0,0,0,0,0,0,0,0,"Mitrovski, Svetlana",32034,AB1,01:00 PM,05:50 PM,M,8,Roger Adams Laboratory
2019,Spring,CHBE,431,0,10,17,19,21,11,2,1,1,0,0,0,0,0,"Bennett, Joshua E",63454,AD1,03:00 PM,03:50 PM,M,136,Davenport Hall
2019,Spring,CHBE,440,3,5,8,10,9,9,6,2,1,0,1,0,0,0,"Bennett, Joshua E",63454,AD1,03:00 PM,03:50 PM,M,136,Davenport Hall
2019,Spring,CHBE,455,3,7,5,5,7,7,1,3,4,0,2,1,0,0,"Guironnet, Damien S",68621,A,11:00 AM,11:50 AM,MWF,217,Noyes Laboratory
2019,Spring,CHBE,473,1,7,1,2,6,2,1,4,1,0,1,1,0,0,"Zhao, Huimin",50320,HZ,09:30 AM,10:50 AM,TR,223,Gregory Hall
2019,Spring,CHBE,476,26,33,22,11,1,0,0,0,0,0,0,0,0,0,"Kong, Hyun Joon",61795,HJK,11:00 AM,12:20 PM,TR,1306,Everitt Laboratory
2019,Spring,CHBE,494,10,17,2,1,1,0,0,0,1,0,0,0,0,0,"Rao, Christopher V",69169,CVR,11:00 AM,12:20 PM,TR,122,1203 1/2 W Nevada
2019,Spring,CHBE,494,0,10,2,2,11,0,0,0,0,0,0,0,0,0,"Kraft, Mary L",68623,ST,11:00 AM,12:20 PM,TR,165,Noyes Laboratory
2019,Spring,CHBE,571,14,8,0,1,1,0,0,0,0,0,0,0,0,0,"Zhao, Sihai D",61909,A1,09:00 AM,09:50 AM,MWF,311,Gregory Hall
2019,Spring,CHEM,101,4,21,15,9,20,18,14,21,17,11,7,4,22,1,"McCarren, Elise M",59948,ADA,09:00 AM,09:50 AM,F,164,Noyes Laboratory
2019,Spring,CHEM,102,5,22,11,42,30,38,37,47,28,15,13,11,9,4,"Hummel, Thomas J",32172,AL1,10:00 AM,10:50 AM,TR,100,Noyes Laboratory
2019,Spring,CHEM,102,10,11,23,23,34,54,65,25,28,15,13,5,7,5,"Gunasekera, Mutha Merenna",46568,BL1,02:00 PM,02:50 PM,TR,100,Noyes Laboratory
2019,Spring,CHEM,102,6,16,11,20,21,24,18,33,19,18,25,29,12,4,"Marville, Kelly",47915,CL1,01:00 PM,01:50 PM,TR,100,Noyes Laboratory
2019,Spring,CHEM,102,3,10,6,4,5,8,5,7,8,4,4,11,11,5,"Marville, Kelly",47915,CL1,01:00 PM,01:50 PM,TR,100,Noyes Laboratory
2019,Spring,CHEM,103,212,383,128,68,59,23,21,13,8,6,4,3,20,3,"Hummel, Thomas J",68533,LEC,ARRANGED,,,,
2019,Spring,CHEM,104,17,38,20,42,44,22,15,20,25,11,7,5,2,2,"Ray, Christian R",32231,AL1,02:00 PM,02:50 PM,MWF,100,Noyes Laboratory
2019,Spring,CHEM,104,4,22,19,21,28,33,28,30,23,18,17,15,10,1,"Andino Martinez, Jose G",32261,BL1,10:00 AM,10:50 AM,MWF,100,Noyes Laboratory
2019,Spring,CHEM,104,5,17,17,7,17,16,18,15,4,6,11,6,3,1,"Andino Martinez, Jose G",32261,BL1,10:00 AM,10:50 AM,MWF,100,Noyes Laboratory
2019,Spring,CHEM,104,10,27,28,21,39,27,23,18,23,9,14,13,8,1,"Andino Martinez, Jose G",32261,BL1,10:00 AM,10:50 AM,MWF,100,Noyes Laboratory
2019,Spring,CHEM,105,372,291,106,71,49,17,9,8,6,4,2,0,6,1,"Gunasekera, Mutha Merenna",68534,LEC,ARRANGED,,,,
2019,Spring,CHEM,199,2,14,3,0,2,0,0,0,0,0,0,0,1,0,"McCarren, Elise M",69594,DG2,03:00 PM,04:50 PM,W,300A,Noyes Laboratory
2019,Spring,CHEM,199,70,272,6,2,4,2,0,4,3,1,1,0,3,5,"McCarren, Elise M",69594,DG2,03:00 PM,04:50 PM,W,300A,Noyes Laboratory
2019,Spring,CHEM,199,3,14,0,0,2,0,1,1,0,0,0,0,1,0,"McCarren, Elise M",69594,DG2,03:00 PM,04:50 PM,W,300A,Noyes Laboratory
2019,Spring,CHEM,199,1,22,0,0,0,0,0,0,0,0,0,0,1,0,"McCarren, Elise M",69594,DG2,03:00 PM,04:50 PM,W,300A,Noyes Laboratory
2019,Spring,CHEM,204,6,28,7,21,15,16,8,19,10,5,4,5,6,0,"Decoste, Donald J",32457,AL1,11:00 AM,11:50 AM,MWF,100,Noyes Laboratory
2019,Spring,CHEM,205,0,21,39,20,11,2,6,0,0,1,1,0,4,1,"Huang, Tina H",32544,AB1,01:00 PM,04:50 PM,W,3026,Chemistry Annex
2019,Spring,CHEM,205,0,10,12,8,5,1,0,0,0,0,2,0,0,0,"Huang, Tina H",32544,AB1,01:00 PM,04:50 PM,W,3026,Chemistry Annex
2019,Spring,CHEM,232,9,13,17,15,19,15,12,16,6,4,5,1,1,2,"Axelson, Jordan C",53070,AL1,08:00 AM,08:50 AM,MWF,100,Noyes Laboratory
2019,Spring,CHEM,232,7,27,17,27,58,48,28,37,10,12,10,1,5,4,"Axelson, Jordan C",53070,AL1,08:00 AM,08:50 AM,MWF,100,Noyes Laboratory
2019,Spring,CHEM,232,2,1,1,2,4,0,1,2,1,1,7,3,3,1,"Kell, David A",39183,CL,ARRANGED,,,,
2019,Spring,CHEM,233,11,40,68,33,30,10,6,9,2,0,0,0,1,0,"Kell, David A",39183,CL,ARRANGED,,,,
2019,Spring,CHEM,233,9,35,75,26,37,14,14,7,1,2,1,0,1,1,"Kell, David A",39183,CL,ARRANGED,,,,
2019,Spring,CHEM,236,2,2,4,9,5,8,8,1,6,0,0,0,3,0,"Chan, Jefferson K",32605,ADB,08:00 AM,08:50 AM,T,162,Noyes Laboratory
2019,Spring,CHEM,237,2,9,4,8,12,3,5,11,2,0,0,0,1,0,"van der Donk, Wilfred A",32618,AB3,01:00 PM,04:50 PM,W,263,Noyes Laboratory
2019,Spring,CHEM,312,1,7,6,2,14,5,4,8,4,4,7,2,3,1,"Murphy, Catherine J",32624,A,09:00 AM,09:50 AM,MWF,1024,Chemistry Annex
2019,Spring,CHEM,315,1,18,20,11,11,8,7,3,8,0,6,0,0,1,"Gewirth, Andrew A",32631,ABA,08:00 AM,11:50 AM,T,463,Noyes Laboratory
2019,Spring,CHEM,317,2,8,2,2,9,5,1,3,2,0,0,0,0,0,"Fout, Alison R",32626,AB1,02:00 PM,05:50 PM,M,219,Noyes Laboratory
2019,Spring,CHEM,332,6,9,10,10,19,18,7,8,5,9,12,3,7,2,"Koerner, Michael",60621,AL1,05:30 PM,06:50 PM,TR,100,Noyes Laboratory
2019,Spring,CHEM,332,4,23,9,14,16,9,12,16,15,10,6,2,1,1,"Koerner, Michael",60621,AL1,05:30 PM,06:50 PM,TR,100,Noyes Laboratory
2019,Spring,CHEM,332,1,17,6,7,14,4,1,4,1,0,3,0,0,0,"Zavala, Jose",65693,CDA,ARRANGED,,,,
2019,Spring,CHEM,360,6,103,26,15,10,5,3,3,1,1,2,0,1,0,"Shen, Mei",59243,A,03:00 PM,03:50 PM,MWF,100,Gregory Hall
2019,Spring,CHEM,420,1,11,11,6,5,8,5,6,5,1,0,0,0,1,"Han, Hee Sun",32639,A,12:00 PM,12:50 PM,MW,1024,Chemistry Annex
2019,Spring,CHEM,436,10,10,10,10,13,19,7,7,1,0,1,0,1,1,"Sarlah, David",32672,A,08:00 AM,08:50 AM,MWF,116,Roger Adams Laboratory
2019,Spring,CHEM,437,1,11,4,8,5,2,1,0,1,0,0,0,0,0,"Julian, Lisa",32672,A,08:00 AM,08:50 AM,MWF,116,Roger Adams Laboratory
2019,Spring,CHEM,442,11,28,16,10,4,1,2,2,0,4,0,0,1,1,"Hirata, So",32679,A,10:00 AM,10:50 AM,MWF,1000,Lincoln Hall
2019,Spring,CHEM,444,0,6,9,4,2,2,3,3,0,0,0,1,0,0,"Woon, David E",32681,B,10:00 AM,10:50 AM,MWF,165,Noyes Laboratory
2019,Spring,CHEM,474,4,20,8,7,21,12,6,7,1,2,1,0,4,1,"Mitchell, Douglas A",64931,A,08:00 AM,08:50 AM,MWF,1024,Chemistry Annex
2019,Spring,CHEM,530,2,11,3,4,9,3,0,0,0,0,0,0,0,0,"Denmark, Scott E",43148,A,10:00 AM,10:50 AM,MWF,162,Noyes Laboratory
2019,Spring,CHEM,588,4,12,4,1,5,0,0,0,0,0,0,0,0,0,"Nuzzo, Ralph G",43049,A,08:00 AM,09:20 AM,TR,165,Noyes Laboratory
2019,Spring,CHLH,100,42,30,19,18,15,5,5,4,4,2,0,1,1,0,"Jones, Alicia R",31058,AD1,09:00 AM,09:50 AM,F,146,Armory
2019,Spring,CHLH,101,5,12,9,12,19,8,6,5,2,1,0,1,1,0,"Dargatz, Rachel K",31077,AD1,10:00 AM,10:50 AM,T,146,Armory
2019,Spring,CHLH,101,11,19,22,14,8,6,6,2,7,2,0,2,1,1,"Yarnot, Rebecca K",31088,BD1,11:00 AM,11:50 AM,T,329,Armory
2019,Spring,CHLH,101,87,192,120,69,66,22,18,14,4,4,0,5,6,0,"Kaplan, Justine",63867,ON1,ARRANGED,,,,
2019,Spring,CHLH,125,2,82,0,0,16,0,0,3,0,0,3,0,3,0,"Firkins, Carol H",57044,A,11:00 AM,12:20 PM,TR,112,Huff Hall
2019,Spring,CHLH,199,3,21,5,9,2,1,1,1,0,0,0,1,1,1,"McLay, Molly M",31112,B,03:30 PM,04:50 PM,TR,132,Bevier Hall
2019,Spring,CHLH,200,0,59,0,0,26,0,0,3,0,0,3,0,3,0,"Gobin, Robyn L",31113,A,11:00 AM,11:50 AM,TR,1024,Chemistry Annex
2019,Spring,CHLH,201,11,40,34,24,14,11,2,1,0,0,0,0,0,0,"Klonoff-Cohen, Hillary",64927,PH1,12:00 PM,12:50 PM,MWF,112,Huff Hall
2019,Spring,CHLH,206,6,5,3,1,3,2,2,1,0,1,0,1,1,0,"Adams, Ashley M",31158,,11:00 AM,11:50 AM,TR,130,Wohlers Hall
2019,Spring,CHLH,206,16,299,86,41,54,19,7,12,3,0,5,1,3,1,"Rinaldi-Miles, Anna I",31167,ON1,ARRANGED,,,,
2019,Spring,CHLH,206,10,227,134,58,91,47,23,33,7,5,13,5,18,1,"Rinaldi-Miles, Anna I",31167,ON1,ARRANGED,,,,
2019,Spring,CHLH,210,13,27,29,13,8,10,1,7,1,1,0,0,2,0,"Pellum, Danielle M",48218,A,01:00 PM,01:50 PM,MW,120,Architecture Building
2019,Spring,CHLH,243,1,6,2,3,2,2,2,2,5,0,1,0,2,0,"Pellum, Danielle M",48218,A,01:00 PM,01:50 PM,MW,120,Architecture Building
2019,Spring,CHLH,243,0,17,0,0,15,0,0,1,0,0,0,0,0,0,"Santens, Ryan L",31098,,12:00 PM,12:50 PM,MW,132,Bevier Hall
2019,Spring,CHLH,243,394,93,41,34,42,19,17,13,12,8,5,3,17,1,"Kersh, Renique",57812,OL,ARRANGED,,,,
2019,Spring,CHLH,243,342,176,44,26,12,9,8,7,6,3,4,1,7,0,"Kersh, Renique",57812,OL,ARRANGED,,,,
2019,Spring,CHLH,250,36,35,20,12,14,5,4,4,1,0,1,2,1,0,"Adamson, Brynn C",31249,A,02:00 PM,03:15 PM,TR,180,Bevier Hall
2019,Spring,CHLH,250,15,6,7,2,0,0,0,0,0,0,0,0,0,0,"Lyons, Sarah K",55839,A1,04:00 PM,05:15 PM,MW,9,FAR - Food Service Building
2019,Spring,CHLH,260,66,41,9,4,6,3,1,0,1,1,0,0,1,1,"Simmons, Rachel L",31254,AD2,01:00 PM,01:50 PM,R,146,Armory
2019,Spring,CHLH,274,208,119,122,41,31,30,20,8,7,8,3,3,24,5,"Rosenblatt, Karin A",65870,ONL,ARRANGED,,,,
2019,Spring,CHLH,304,15,38,21,15,17,7,4,6,3,2,2,1,2,2,"Adamson, Brynn C",31114,AD1,09:00 AM,09:50 AM,W,1001,Huff Hall
2019,Spring,CHLH,304,7,15,12,5,11,2,1,0,0,0,0,1,2,0,"DiFilippo, Kristen N",69537,BL1,09:30 AM,10:50 AM,TR,331,Armory
2019,Spring,CHLH,380,0,105,0,0,5,0,0,2,0,0,0,0,0,0,"Adamson, Brynn C",54665,B,05:00 PM,05:50 PM,TR,112,Huff Hall
2019,Spring,CHLH,407,1,26,4,0,2,1,0,0,0,0,0,0,0,0,"Chiu, Chung-Yi",60721,G4,02:00 PM,04:20 PM,W,146,Armory
2019,Spring,CHLH,409,9,8,4,6,9,3,3,6,0,0,0,0,0,0,"Rosenblatt, Karin A",31274,A,12:30 PM,01:50 PM,TR,1002,Huff Hall
2019,Spring,CHLH,410,18,33,17,11,6,2,3,1,1,0,0,0,0,1,"Kaplan, Justine",31278,A,11:00 AM,12:20 PM,TR,150,Animal Sciences Laboratory
2019,Spring,CHLH,415,17,6,4,3,5,2,2,1,0,1,0,0,1,0,"Alam, Rifat B",57255,ASG,02:00 PM,04:20 PM,TR,160,English Building
2019,Spring,CHLH,421,49,41,19,6,2,2,2,0,0,0,0,0,1,0,"An, Ruopeng",31281,1G4,09:00 AM,09:50 AM,MWF,112,Huff Hall
2019,Spring,CHLH,455,23,27,9,2,1,0,2,0,0,0,0,0,0,0,"Chenoweth, Jonville",31287,A,09:30 AM,10:45 AM,TR,112,Huff Hall
2019,Spring,CHLH,457,4,28,13,4,14,4,0,0,0,0,0,0,0,1,"Wells, Emily A",31292,A,12:30 PM,01:45 PM,TR,2001,Huff Hall
2019,Spring,CHLH,458,4,18,22,10,7,4,1,0,0,0,0,0,0,0,"Cotoc, Crina N",31294,A,03:30 PM,04:50 PM,TR,112,Huff Hall
2019,Spring,CHLH,469,5,14,2,1,0,0,0,0,0,0,0,0,0,0,"Farner, Susan M",53526,G4,09:30 AM,10:50 AM,TR,1002,Huff Hall
2019,Spring,CHP,199,0,7,12,0,1,1,0,0,0,0,0,0,0,0,"Guerra Perez, Gioconda",67744,ON,12:30 PM,01:50 PM,MW,212,1205 W Oregon
2019,Spring,CI,401,16,9,2,1,0,0,0,0,0,0,0,1,0,0,"Gonzalez Rivera, Gloriana",46145,M,08:00 AM,10:50 AM,T,201,505 E Green
2019,Spring,CI,401,0,6,9,1,4,1,0,2,2,0,0,0,0,0,"Mann, Jay A",43425,T,08:00 AM,10:50 AM,T,17,Education Building
2019,Spring,CI,404,8,12,0,0,1,0,0,0,0,0,1,0,0,0,"Willis, Arlette I",31868,E,06:00 PM,08:50 PM,W,,
2019,Spring,CI,407,0,12,4,1,6,0,0,1,0,0,0,0,0,0,"Dean, Sheila R",31897,S,06:00 PM,08:50 PM,W,,
2019,Spring,CI,407,0,20,1,2,1,0,0,0,0,0,0,0,0,0,"Lyons, Mary E",31904,C2,05:00 PM,06:50 PM,T,,
2019,Spring,CI,407,0,17,5,1,0,0,2,0,0,0,0,0,0,0,"Dornfeld, Catherine L",31906,C4,05:00 PM,06:50 PM,T,,
2019,Spring,CI,415,17,4,2,0,0,0,1,0,0,0,1,0,0,0,"Elassi, Amal M",52441,B,09:00 AM,11:50 AM,W,382,Education Building
2019,Spring,CI,424,3,19,0,4,0,0,0,0,0,0,0,0,0,0,"Mercier, Emma M",62105,A,01:00 PM,03:50 PM,T,17,Education Building
2019,Spring,CI,431,1,20,5,2,1,0,0,0,0,0,0,0,0,0,"Poetzel, Adam R",31938,SE,08:00 AM,10:50 AM,MW,201,505 E Green
2019,Spring,CI,432,1,10,9,0,2,0,0,0,0,0,0,0,0,0,"Poetzel, Adam R",31938,SE,08:00 AM,10:50 AM,MW,201,505 E Green
2019,Spring,CI,446,1,4,11,5,0,0,0,0,0,0,0,0,0,0,"Akande, Issac O",64886,A,04:00 PM,06:50 PM,M,323,Education Building
2019,Spring,CI,448,1,15,4,2,0,0,0,0,0,0,0,0,0,0,"Sudibyo, Leonardus E",63328,C1,09:00 AM,11:50 AM,F,166,Education Building
2019,Spring,CI,451,0,14,3,3,2,0,0,0,0,0,0,0,0,0,"Dean, Sheila R",63332,C1,01:00 PM,03:50 PM,W,17,Education Building
2019,Spring,CI,451,0,18,3,1,1,0,0,0,0,0,0,0,0,0,"D'Angelo, Cynthia M",63333,C2,01:00 PM,03:50 PM,M,17,Education Building
2019,Spring,CI,467,0,22,0,2,0,0,0,0,0,0,0,0,0,0,"Dawson, Ashley E",31963,C3,09:00 AM,11:50 AM,M,42A,Education Building
2019,Spring,CI,473,0,94,2,1,0,0,0,0,0,0,0,0,0,0,"Filkins, Scott R",43436,AD1,07:30 PM,08:50 PM,T,376,Education Building
2019,Spring,CI,473,0,31,4,0,0,0,0,1,0,0,0,0,0,0,"Filkins, Scott R",43436,AD1,07:30 PM,08:50 PM,T,376,Education Building
2019,Spring,CI,475,0,3,9,4,7,0,0,1,1,0,0,0,0,0,"MacGregor, Nancy A",63339,C2,09:00 AM,11:50 AM,W,323,Education Building
2019,Spring,CI,475,0,19,2,0,2,1,0,0,0,0,0,0,0,0,"Evcen, Ozge",63340,C3,01:00 PM,03:50 PM,W,37,Education Building
2019,Spring,CLCV,102,13,37,30,22,23,7,2,4,2,1,1,0,0,1,"Kozak, Adam A",31317,A,ARRANGED,,,,
2019,Spring,CLCV,111,0,17,4,0,20,0,0,14,0,0,0,0,1,0,"Solomon, Jon",31318,A,01:00 PM,01:50 PM,TR,THEAT,Lincoln Hall
2019,Spring,CLCV,115,3,18,1,1,6,0,0,0,0,0,0,0,0,0,"Pires, Alejandra-Isabe O",31319,ADA,01:00 PM,01:50 PM,F,207,Gregory Hall
2019,Spring,CLCV,115,5,15,3,0,2,0,0,1,0,0,1,0,1,0,"Pires, Alejandra-Isabe O",31319,ADA,01:00 PM,01:50 PM,F,207,Gregory Hall
2019,Spring,CLCV,115,0,21,2,0,7,0,0,0,0,0,0,0,1,0,"Karnes, Victoria A",31321,ADC,10:00 AM,10:50 AM,F,311,Gregory Hall
2019,Spring,CLCV,115,0,13,3,2,9,0,0,2,0,0,0,0,0,0,"Karnes, Victoria A",31321,ADC,10:00 AM,10:50 AM,F,311,Gregory Hall
2019,Spring,CLCV,115,0,15,0,2,7,0,3,1,1,1,0,0,1,0,"Froedge, Stephen E",31323,ADE,01:00 PM,01:50 PM,F,329,Gregory Hall
2019,Spring,CLCV,115,2,12,1,3,5,0,0,3,0,0,1,0,1,0,"Scheele, Genevieve V",31324,ADF,10:00 AM,10:50 AM,F,329,Davenport Hall
2019,Spring,CLCV,115,0,15,1,1,7,0,0,4,0,0,0,0,2,1,"Cornell, Megan E",31325,ADG,02:00 PM,02:50 PM,R,207,Gregory Hall
2019,Spring,CLCV,115,0,13,2,1,3,3,0,3,0,1,2,0,1,0,"Cornell, Megan E",31325,ADG,02:00 PM,02:50 PM,R,207,Gregory Hall
2019,Spring,CLCV,115,1,13,0,0,12,0,0,2,0,0,0,0,2,0,"Scheele, Genevieve V",31327,ADI,09:00 AM,09:50 AM,F,40,Allen Residence Hall
2019,Spring,CLCV,115,1,17,2,0,3,2,0,3,0,0,0,1,0,0,"McQueen, Kelli A",31328,ADJ,12:00 PM,12:50 PM,F,169,Davenport Hall
2019,Spring,CLCV,115,0,11,3,1,5,0,0,5,0,0,0,0,2,0,"Merkley, Kyle G",31329,ADK,09:00 AM,09:50 AM,F,7,Weston Hall
2019,Spring,CLCV,115,5,15,2,2,7,0,0,1,0,0,0,0,0,0,"McQueen, Kelli A",31330,ADL,11:00 AM,11:50 AM,F,169,Davenport Hall
2019,Spring,CLCV,115,0,8,1,1,9,2,0,4,0,0,2,0,1,0,"Schroer, Clayton A",38766,ADM,01:00 PM,01:50 PM,F,329,Davenport Hall
2019,Spring,CLCV,115,1,21,0,2,7,0,0,1,0,0,0,0,0,0,"Merkley, Kyle G",52436,ADP,11:00 AM,11:50 AM,F,136,Davenport Hall
2019,Spring,CLCV,115,0,10,0,3,8,3,1,3,0,0,0,0,1,0,"Karnes, Victoria A",68571,ADR,12:00 PM,12:50 PM,F,136,Davenport Hall
2019,Spring,CLCV,116,6,105,9,13,40,6,0,2,0,0,1,0,3,0,"Solomon, Jon",38757,AL1,01:00 PM,01:50 PM,TR,THEAT,Lincoln Hall
2019,Spring,CLCV,132,5,6,4,6,2,1,2,0,1,0,0,1,0,0,"Walters, Brian C",58508,B,11:00 AM,12:20 PM,TR,207,Gregory Hall
2019,Spring,CLCV,160,0,6,9,1,2,2,2,0,0,0,0,0,2,0,"Bosak-Schroeder, Clara R",46368,A,01:00 PM,01:50 PM,MWF,G30,Foreign Languages Building
2019,Spring,CLCV,220,5,5,6,1,1,2,1,0,2,0,0,1,0,0,"Augoustakis, Antonios",31333,B,11:00 AM,12:50 PM,TR,1103,Siebel Center for Comp Sci
2019,Spring,CLCV,220,0,14,1,2,5,1,0,1,0,0,0,1,0,0,"Bosak-Schroeder, Clara R",69672,E,10:00 AM,11:50 AM,WF,145,Altgeld Hall
2019,Spring,CMN,102,8,29,13,27,29,18,24,17,15,13,5,4,15,0,"Quick, Brian L",50528,AL1,12:30 PM,01:50 PM,TR,112,Gregory Hall
