Year,Term,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,CRN,Section,Start Time,End Time,Days of Week,Room,Building
2021,Spring,AAS,100,14,9,0,2,2,0,0,0,1,1,0,1,0,0,"Boonsripaisal, Simon",30107,AD1,09:00 AM,09:50 AM,F,,
2021,Spring,AAS,100,12,8,1,2,0,2,0,1,0,0,0,0,3,0,"Boonsripaisal, Simon",30107,AD1,09:00 AM,09:50 AM,F,,
2021,Spring,AAS,100,0,13,8,1,3,0,1,0,0,0,1,0,1,0,"Guruparan, Akil",43832,AD3,10:00 AM,10:50 AM,F,,
2021,Spring,AAS,100,0,11,8,2,3,1,0,0,0,0,0,0,1,0,"Guruparan, Akil",43832,AD3,10:00 AM,10:50 AM,F,,
2021,Spring,AAS,100,1,8,5,4,1,1,0,0,1,0,0,0,2,0,"Kang, Yoonjung",48234,AD5,11:00 AM,11:50 AM,F,,
2021,Spring,AAS,100,2,4,11,4,5,0,0,0,0,0,1,0,0,0,"Kang, Yoonjung",48234,AD5,11:00 AM,11:50 AM,F,,
2021,Spring,AAS,100,2,19,1,1,2,0,0,1,0,0,0,0,1,0,"Wang, Yu",54572,AD7,01:00 PM,01:50 PM,F,,
2021,Spring,AAS,100,3,19,1,2,1,0,1,1,0,0,0,0,1,0,"Wang, Yu",54572,AD7,01:00 PM,01:50 PM,F,,
2021,Spring,AAS,100,3,18,2,0,1,0,3,1,0,0,1,0,0,0,"Horton, Christina M",70761,AD9,01:00 PM,01:50 PM,F,,
2021,Spring,AAS,100,4,16,2,1,1,0,2,2,0,0,0,0,0,0,"Horton, Christina M",70761,AD9,01:00 PM,01:50 PM,F,,
2021,Spring,AAS,215,7,0,8,8,1,1,2,0,0,1,2,0,1,0,"Tabares, Leland",30106,AL1,01:00 PM,01:50 PM,MW,,
2021,Spring,AAS,246,23,11,0,0,0,0,0,0,0,0,0,0,1,0,"Kwon, Soo Ah",66231,B,03:00 PM,05:20 PM,M,,
2021,Spring,AAS,258,1,16,4,1,0,0,0,0,1,0,1,1,0,0,"Rana, Junaid",51119,A,12:30 PM,01:50 PM,TR,,
2021,Spring,ABE,225,3,5,3,7,4,0,2,1,0,0,0,1,0,0,"Zhang, Yuanhui",57090,AB1,08:00 AM,09:50 AM,F,,
2021,Spring,ABE,226,3,2,5,3,2,4,0,0,1,0,1,1,1,0,"Singh, Vijay",57087,AB1,08:00 AM,09:50 AM,F,,
2021,Spring,ABE,425,11,26,0,0,1,0,0,0,0,0,0,0,0,0,"Grift, Tony E",39995,AB1,01:00 PM,02:50 PM,F,,
2021,Spring,ABE,457,1,12,7,4,2,1,1,0,1,0,0,0,0,0,"Bhattarai, Rabin",29875,G4,03:00 PM,04:50 PM,M,,
2021,Spring,ABE,469,4,15,5,3,1,0,0,0,0,0,0,0,0,0,"Witmer, Ann-Perry",70549,APW,12:30 PM,01:50 PM,TR,132,Bevier Hall
2021,Spring,ACCY,200,14,67,47,40,31,29,31,30,14,9,5,4,4,0,"Silhan, Peter A",45418,OL,ARRANGED,,,,
2021,Spring,ACCY,200,13,17,3,3,0,0,0,0,0,0,0,0,0,0,"Zhang, Li",30111,TM,05:00 PM,06:20 PM,MW,,
2021,Spring,ACCY,201,18,26,13,10,24,14,15,8,16,9,16,10,14,0,"Fisher, Mitchell B",30118,AL1,ARRANGED,,,,
2021,Spring,ACCY,201,12,15,18,11,17,16,10,23,13,22,12,8,13,0,"Fisher, Mitchell B",30118,AL1,ARRANGED,,,,
2021,Spring,ACCY,201,10,11,3,2,4,4,0,1,1,0,0,1,1,0,"Fisher, Mitchell B",30118,AL1,ARRANGED,,,,
2021,Spring,ACCY,202,16,35,18,45,74,29,17,16,14,0,5,0,0,0,"Shapland, Julia P",30119,AL1,07:00 PM,08:50 PM,W,,
2021,Spring,ACCY,202,11,29,12,25,40,11,10,11,14,0,5,0,0,0,"Shapland, Julia P",30119,AL1,07:00 PM,08:50 PM,W,,
2021,Spring,ACCY,202,6,14,5,8,5,0,0,1,0,0,0,0,0,0,"Shapland, Julia P",30119,AL1,07:00 PM,08:50 PM,W,,
2021,Spring,ACCY,301,0,6,7,4,7,4,2,3,0,1,0,0,0,0,"Davis, Gregory L",30192,AE1,08:00 AM,09:20 AM,MW,,
2021,Spring,ACCY,301,1,5,7,4,1,2,1,0,0,1,0,0,0,0,"Davis, Gregory L",30192,AE1,08:00 AM,09:20 AM,MW,,
2021,Spring,ACCY,301,1,6,8,6,2,1,0,0,0,0,0,0,0,0,"Davis, Gregory L",30192,AE1,08:00 AM,09:20 AM,MW,,
2021,Spring,ACCY,301,6,7,6,2,5,1,4,0,1,1,0,0,1,0,"Anderson, Spencer B",30200,AE4,02:00 PM,03:20 PM,MW,,
2021,Spring,ACCY,301,5,7,9,5,3,3,1,0,0,0,0,0,1,0,"Anderson, Spencer B",30200,AE4,02:00 PM,03:20 PM,MW,,
2021,Spring,ACCY,301,2,8,5,6,3,3,0,3,0,1,0,0,0,0,"Anderson, Spencer B",30200,AE4,02:00 PM,03:20 PM,MW,,
2021,Spring,ACCY,302,8,9,10,5,2,3,0,1,0,0,0,0,1,0,"Sani, Jalal",60043,AE1,11:00 AM,12:20 PM,TR,,
2021,Spring,ACCY,302,6,12,9,5,3,0,1,0,0,0,0,0,1,0,"Sani, Jalal",60043,AE1,11:00 AM,12:20 PM,TR,,
2021,Spring,ACCY,302,2,18,10,3,3,0,0,0,1,1,0,0,0,0,"Curtis, Susan M",30212,AE3,11:00 AM,12:20 PM,TR,,
2021,Spring,ACCY,302,1,10,11,9,3,1,0,0,2,0,0,1,0,0,"Curtis, Susan M",30212,AE3,11:00 AM,12:20 PM,TR,,
2021,Spring,ACCY,302,4,9,13,4,2,3,4,0,0,0,0,0,0,0,"Sani, Jalal",30232,AE6,02:00 PM,03:20 PM,TR,,
2021,Spring,ACCY,303,2,15,7,4,4,6,1,1,1,0,0,0,0,0,"Mendoza, Scott A",30267,AE2,09:30 AM,10:50 AM,MW,,
2021,Spring,ACCY,303,5,7,7,4,6,3,1,1,1,0,0,1,0,0,"Schwartz, Rachel",30271,AE3,03:30 PM,04:50 PM,MW,,
2021,Spring,ACCY,303,1,10,3,9,4,2,3,3,2,1,0,1,0,0,"Mendoza, Scott A",30274,AE4,08:00 AM,09:20 AM,MW,,
2021,Spring,ACCY,303,8,15,3,3,3,1,1,3,2,1,1,0,0,0,"Mendoza, Scott A",30274,AE4,08:00 AM,09:20 AM,MW,,
2021,Spring,ACCY,303,10,9,4,6,3,2,2,2,2,0,0,0,0,0,"Schwartz, Rachel",30278,AE6,12:30 PM,01:50 PM,MW,,
2021,Spring,ACCY,303,5,9,5,6,4,3,0,2,0,2,0,2,0,0,"Schwartz, Rachel",30278,AE6,12:30 PM,01:50 PM,MW,,
2021,Spring,ACCY,304,1,6,6,11,10,1,1,1,0,0,0,0,0,0,"Kink, Dawn M",30286,AE1,09:30 AM,10:50 AM,TR,,
2021,Spring,ACCY,304,1,12,4,8,7,1,1,3,0,0,0,0,0,0,"Kink, Dawn M",30286,AE1,09:30 AM,10:50 AM,TR,,
2021,Spring,ACCY,304,6,8,10,5,2,3,0,1,1,0,0,0,0,0,"Wu, Martin G",30291,AE3,02:00 PM,03:20 PM,TR,,
2021,Spring,ACCY,304,1,6,4,8,10,3,1,0,0,0,0,0,0,0,"Wu, Martin G",30291,AE3,02:00 PM,03:20 PM,TR,,
2021,Spring,ACCY,304,1,16,4,0,4,3,5,0,1,0,1,0,0,0,"Wang, Wei",30296,AE5,12:30 PM,01:50 PM,TR,,
2021,Spring,ACCY,304,0,9,8,3,7,5,2,0,0,0,1,0,0,0,"Wang, Wei",30296,AE5,12:30 PM,01:50 PM,TR,,
2021,Spring,ACCY,312,1,5,9,3,5,4,0,0,0,0,0,0,0,0,"Vuong, Anh",30334,A,11:00 AM,12:20 PM,MW,,
2021,Spring,ACCY,312,4,3,5,5,4,4,0,0,0,0,0,0,0,0,"Vuong, Anh",30334,A,11:00 AM,12:20 PM,MW,,
2021,Spring,ACCY,312,2,1,6,2,3,8,1,0,0,0,0,0,0,0,"Osswald, Benjamin",30336,C,09:30 AM,10:50 AM,MW,,
2021,Spring,ACCY,312,2,2,5,5,7,5,0,0,0,0,0,0,0,0,"Vuong, Anh",39460,D,02:00 PM,03:20 PM,MW,,
2021,Spring,ACCY,312,4,4,4,2,5,7,0,0,0,0,0,0,0,0,"Osswald, Benjamin",48959,E,12:30 PM,01:50 PM,MW,,
2021,Spring,ACCY,312,3,4,9,8,2,1,0,0,0,0,0,0,1,0,"Osswald, Benjamin",48959,E,12:30 PM,01:50 PM,MW,,
2021,Spring,ACCY,312,0,14,0,0,11,0,0,2,0,0,0,0,0,0,"Holder, Daniel E",63525,G,08:00 AM,09:20 AM,MW,,
2021,Spring,ACCY,398,13,27,0,0,3,0,0,9,0,0,0,0,0,0,"Hutchens, Matthew",30412,A,ARRANGED,,,,
2021,Spring,ACCY,398,2,16,0,0,7,0,0,6,0,0,0,0,1,0,"Hutchens, Matthew",30412,A,ARRANGED,,,,
2021,Spring,ACCY,405,0,6,6,8,1,1,1,2,0,2,2,0,0,0,"Lullo, Michael J",30311,AE1,11:00 AM,12:20 PM,TR,,
2021,Spring,ACCY,405,0,3,12,2,3,2,1,0,1,0,0,0,0,0,"Lullo, Michael J",30311,AE1,11:00 AM,12:20 PM,TR,,
2021,Spring,ACCY,405,0,7,9,4,3,3,0,2,1,0,0,0,0,0,"Lullo, Michael J",30311,AE1,11:00 AM,12:20 PM,TR,,
2021,Spring,ACCY,405,0,12,2,4,0,2,4,2,1,0,0,0,0,0,"Ciconte, William",30332,AE4,12:30 PM,01:50 PM,TR,,
2021,Spring,ACCY,405,0,11,6,4,2,3,1,0,1,0,0,0,0,0,"Chatterton, Angel",52616,AE5,08:00 AM,09:20 AM,TR,,
2021,Spring,ACCY,405,0,7,3,3,3,6,2,1,0,1,1,0,0,0,"Ciconte, William",60014,AE6,09:30 AM,10:50 AM,TR,,
2021,Spring,ACCY,405,0,10,6,7,3,2,0,0,1,0,0,0,0,0,"Ciconte, William",60014,AE6,09:30 AM,10:50 AM,TR,,
2021,Spring,ACCY,410,3,9,2,4,12,3,2,4,0,0,0,0,0,0,"Chen, Ciao-Wei",60044,A3,09:30 AM,10:50 AM,MW,,
2021,Spring,ACCY,410,4,10,6,2,7,4,1,4,0,0,0,0,0,0,"Kustanovich, Michael",60045,B3,02:00 PM,03:20 PM,TR,,
2021,Spring,ACCY,410,6,10,2,7,8,2,1,3,0,0,3,1,0,0,"Chen, Ciao-Wei",61733,C3,02:00 PM,03:20 PM,MW,,
2021,Spring,ACCY,410,5,6,0,5,6,2,1,4,0,2,1,0,0,0,"Chen, Ciao-Wei",61733,C3,02:00 PM,03:20 PM,MW,,
2021,Spring,ACCY,410,7,5,3,2,7,2,1,4,0,1,1,0,0,0,"Steward, Cynthia G",61759,G3,12:30 PM,01:50 PM,TR,,
2021,Spring,ACCY,451,0,22,0,0,12,0,0,5,0,0,0,0,0,0,"Holder, Daniel E",61737,A3,09:30 AM,10:50 AM,MW,,
2021,Spring,ACCY,451,4,6,3,3,3,1,0,2,2,0,0,0,0,0,"Alt, Amanda J",61741,C3,08:00 AM,09:20 AM,MW,,
2021,Spring,ACCY,451,0,22,0,0,3,0,0,6,0,0,0,0,0,0,"Holder, Charles B",65160,E3,02:00 PM,03:20 PM,MW,1001,Business Instructional Fac
2021,Spring,ACCY,500,158,202,122,109,86,29,15,4,3,0,0,0,3,0,"Urcan, Oktay",67786,IMB,ARRANGED,,,,
2021,Spring,ACCY,501,24,24,15,10,11,8,1,1,1,0,0,0,3,0,"Augusto Sampaio, Gerlando",68872,DA1,ARRANGED,,,,
2021,Spring,ACCY,501,31,30,18,7,6,0,1,0,0,0,0,0,5,0,"Augusto Sampaio, Gerlando",68872,DA1,ARRANGED,,,,
2021,Spring,ACCY,502,7,37,57,38,30,24,1,3,0,0,0,0,1,0,"Ibrahim, Adel Nematallah",67590,DA1,ARRANGED,,,,
2021,Spring,ACCY,502,4,66,31,18,30,29,8,4,1,0,0,0,6,0,"Ibrahim, Adel Nematallah",67590,DA1,ARRANGED,,,,
2021,Spring,ACCY,502,4,13,1,3,4,1,4,0,0,0,0,0,0,0,"Schwartz, Rachel",71523,MSA,09:30 AM,10:50 AM,MW,,
2021,Spring,ACCY,503,0,7,1,4,5,4,3,1,0,0,0,0,0,0,"Herbold, T J",44637,A,02:00 PM,03:20 PM,TR,,
2021,Spring,ACCY,503,41,63,39,27,14,6,3,1,0,1,0,0,0,0,"Hecht, Gary W",67610,DA1,ARRANGED,,,,
2021,Spring,ACCY,503,29,108,26,15,14,2,1,1,4,0,1,0,0,0,"Hecht, Gary W",67610,DA1,ARRANGED,,,,
2021,Spring,ACCY,503,42,189,183,84,148,49,13,3,1,0,0,0,4,0,"Hecht, Gary W",67610,DA1,ARRANGED,,,,
2021,Spring,ACCY,503,1,7,4,5,2,2,1,0,0,0,0,0,0,0,"Hecht, Gary W",67610,DA1,ARRANGED,,,,
2021,Spring,ACCY,503,2,9,2,3,4,1,0,0,0,0,0,0,0,0,"Hecht, Gary W",67610,DA1,ARRANGED,,,,
2021,Spring,ACCY,507,37,42,6,13,2,2,2,1,1,2,0,0,0,0,"Donohoe, Michael P",67722,DA1,ARRANGED,,,,
2021,Spring,ACCY,507,34,48,7,3,1,1,5,2,1,2,1,0,1,0,"Donohoe, Michael P",67722,DA1,ARRANGED,,,,
2021,Spring,ACCY,510,2,17,8,4,0,0,0,0,0,0,0,0,0,0,"Hepp, John",46889,C,11:00 AM,12:20 PM,MW,,
2021,Spring,ACCY,512,0,14,6,4,2,2,1,0,0,0,0,0,0,0,"Koo, Seung Hyun",30434,A,11:00 AM,12:20 PM,TR,,
2021,Spring,ACCY,512,0,10,2,4,2,3,0,5,1,0,0,0,0,0,"Koo, Seung Hyun",30434,A,11:00 AM,12:20 PM,TR,,
2021,Spring,ACCY,515,0,8,7,7,3,1,2,1,0,0,0,0,0,0,"Williams, Devin J",46360,B,12:30 PM,01:50 PM,TR,2011,Business Instructional Fac
2021,Spring,ACCY,517,9,15,4,0,1,0,0,0,0,0,0,0,0,0,"Li, Yue",30428,A,11:00 AM,12:20 PM,MW,,
2021,Spring,ACCY,517,0,12,10,2,1,0,1,0,0,0,0,0,0,0,"Hamm, Brian K",30431,B,11:00 AM,12:20 PM,MW,3063,Business Instructional Fac
2021,Spring,ACCY,517,8,13,4,0,1,1,0,0,0,0,0,0,0,0,"Li, Yue",58688,D,12:30 PM,01:50 PM,MW,,
2021,Spring,ACCY,552,1,4,7,5,5,0,0,0,0,0,0,0,0,0,"Sternburg, Thomas",30438,A,08:00 AM,09:20 AM,TR,,
2021,Spring,ACCY,552,0,12,5,4,4,0,0,0,0,0,0,0,0,0,"Sternburg, Thomas",30438,A,08:00 AM,09:20 AM,TR,,
2021,Spring,ACCY,570,9,15,2,0,1,2,0,0,0,0,0,0,0,0,"Herbold, T J",71680,A,02:00 PM,02:50 PM,R,,
2021,Spring,ACCY,571,3,20,2,0,2,0,0,0,0,1,0,0,0,0,"Brunner, Robert J",68538,A,12:30 PM,01:50 PM,TR,,
2021,Spring,ACCY,574,0,34,0,2,0,1,0,1,0,0,0,0,0,0,"Leiby, Justin",70515,A,02:00 PM,03:20 PM,MW,,
2021,Spring,ACCY,574,0,25,3,1,4,0,0,0,0,0,0,0,0,0,"Leiby, Justin",70515,A,02:00 PM,03:20 PM,MW,,
2021,Spring,ACCY,575,2,8,11,7,1,0,0,0,0,0,0,0,0,0,"Zhu, Wei",64806,A,08:00 AM,09:20 AM,TR,,
2021,Spring,ACCY,575,1,17,9,2,2,0,0,0,0,0,0,0,0,0,"Zhu, Wei",64806,A,08:00 AM,09:20 AM,TR,,
2021,Spring,ACCY,575,1,17,8,5,1,0,0,1,0,0,0,0,0,0,"Zhu, Wei",64806,A,08:00 AM,09:20 AM,TR,,
2021,Spring,ACCY,575,8,10,10,3,0,0,0,0,0,1,0,0,0,0,"Penn, Michael W",66492,E,11:00 AM,12:20 PM,TR,,
2021,Spring,ACCY,575,3,16,4,3,1,0,1,0,1,0,0,0,0,0,"Penn, Michael W",66492,E,11:00 AM,12:20 PM,TR,,
2021,Spring,ACCY,575,17,8,1,0,1,1,0,0,0,0,0,1,0,0,"Penn, Michael W",66492,E,11:00 AM,12:20 PM,TR,,
2021,Spring,ACCY,576,54,8,2,2,1,2,0,1,0,0,0,0,2,0,"Guymon, Ronald N",70683,DA1,ARRANGED,,,,
2021,Spring,ACCY,577,22,20,16,2,1,1,0,0,0,0,0,0,0,0,"Lu, Zhenzhong L",72633,DB2,ARRANGED,,,,
2021,Spring,ACE,161,0,14,0,0,2,0,0,3,0,0,1,0,1,0,"Burnett, Meghan L",30504,C2,09:00 AM,10:50 AM,W,29/30,"ACES Lib, Info & Alum Ctr"
2021,Spring,ACE,161,0,31,0,0,19,0,0,8,0,0,1,0,3,0,"Burnett, Meghan L",30504,C2,09:00 AM,10:50 AM,W,29/30,"ACES Lib, Info & Alum Ctr"
2021,Spring,ACE,161,0,39,0,0,12,0,0,2,0,0,0,0,2,0,"Lo, Alexander C",30493,R,01:00 PM,02:50 PM,T,,
2021,Spring,ACE,161,0,23,0,0,9,0,0,6,0,0,3,0,1,0,"Lo, Alexander C",30493,R,01:00 PM,02:50 PM,T,,
2021,Spring,ACE,199,0,26,0,0,16,0,0,3,0,0,1,0,0,0,"Lo, Alexander C",30493,R,01:00 PM,02:50 PM,T,,
2021,Spring,ACE,199,79,22,11,1,3,0,3,1,0,0,0,0,4,0,"Stoddard, Paul B",71962,NPS,02:00 PM,03:20 PM,M,,
2021,Spring,ACE,210,9,16,16,5,10,15,6,8,8,4,4,3,6,0,"Gramig, Benjamin",30528,AL1,02:00 PM,02:50 PM,MW,,
2021,Spring,ACE,231,45,27,13,7,8,3,5,3,1,1,2,1,8,0,"Stoddard, Paul B",55458,T,02:00 PM,03:20 PM,TR,,
2021,Spring,ACE,232,28,15,10,0,1,2,1,0,1,1,3,1,3,0,"Stoddard, Paul B",55458,T,02:00 PM,03:20 PM,TR,,
2021,Spring,ACE,240,187,50,0,0,24,0,0,18,0,0,2,0,17,0,"Lemoine, Craig",71275,COV,ARRANGED,,,,
2021,Spring,ACE,240,169,40,0,1,17,0,1,22,0,0,0,0,6,0,"Lemoine, Craig",71275,COV,ARRANGED,,,,
2021,Spring,ACE,251,0,25,22,14,13,9,10,5,4,2,4,0,8,0,"Gundersen, Craig",41416,AD1,09:00 AM,09:50 AM,F,,
2021,Spring,ACE,254,3,7,9,9,6,3,1,0,1,2,0,1,0,0,"Herrera Almanza, Catalina",44225,D,02:00 PM,03:20 PM,TR,,
2021,Spring,ACE,255,127,26,17,4,6,2,1,0,2,3,1,0,2,0,"Ando, Amy W",67438,AD1,01:00 PM,01:50 PM,F,,
2021,Spring,ACE,262,2,8,6,6,5,4,4,3,3,0,2,1,4,0,"Crost, Benjamin",70716,AS1,01:00 PM,01:50 PM,MWF,,
2021,Spring,ACE,264,2,6,14,12,8,11,12,8,9,1,2,3,2,0,"Dall'Erba, Sandy",70717,AS2,12:30 PM,01:50 PM,TR,,
2021,Spring,ACE,270,0,28,25,9,16,9,4,2,1,1,0,0,3,0,"Gundersen, Craig",30581,E,01:00 PM,01:50 PM,MWF,,
2021,Spring,ACE,300,22,43,0,11,23,0,6,5,0,4,1,0,2,0,"Anderson, Patrese N",70792,AD1,01:00 PM,01:50 PM,F,,
2021,Spring,ACE,306,3,8,8,5,6,2,2,3,3,2,1,1,1,0,"Endres, A B",71840,P,11:00 AM,12:15 PM,R,,
2021,Spring,ACE,310,7,19,5,6,2,0,0,1,0,0,0,0,1,0,"Brazee, Richard J",60459,AL1,11:00 AM,11:50 AM,MW,,
2021,Spring,ACE,335,4,14,6,3,6,2,0,0,0,0,0,0,0,0,"Ellison, Brenna",68043,FMB,01:30 PM,02:50 PM,TR,,
2021,Spring,ACE,341,5,15,1,1,6,1,0,3,0,0,1,0,2,0,"Karplus, Lauren E",64483,CP,12:00 PM,12:50 PM,MW,,
2021,Spring,ACE,360,7,11,0,0,3,0,0,1,0,0,0,0,0,0,"Campbell, William D",53547,B,03:30 PM,04:50 PM,TR,,
2021,Spring,ACE,360,7,4,1,3,7,0,1,2,0,0,1,1,3,0,"Campbell, William D",53547,B,03:30 PM,04:50 PM,TR,,
2021,Spring,ACE,398,3,45,0,0,0,0,0,0,0,0,0,0,2,0,"Lemoine, Craig",52984,FP,ARRANGED,,,,
2021,Spring,ACE,410,1,5,3,3,2,5,3,1,0,0,0,0,1,0,"Myers, Erica",70335,GR,09:30 AM,10:50 AM,TR,,
2021,Spring,ACE,427,7,7,6,6,9,6,2,7,0,2,0,0,0,0,"Janzen, Joseph P",30592,C,10:00 AM,10:50 AM,MW,,
2021,Spring,ACE,428,24,7,5,3,2,0,0,4,0,1,1,1,0,0,"Tremacoldi Ross, Pedro",57692,E,01:30 PM,02:50 PM,MW,,
2021,Spring,ACE,430,5,13,7,7,9,0,5,4,2,0,4,0,0,0,"Goldsmith, Peter D",43567,S,08:00 AM,09:20 AM,TR,,
2021,Spring,ACE,431,2,9,11,4,3,4,1,2,0,0,0,0,0,0,"Moss, LeeAnn E",30593,G,03:00 PM,04:20 PM,MW,,
2021,Spring,ACE,435,1,28,21,9,19,0,0,5,0,1,3,0,4,0,"Schnitkey, Gary D",72397,DG,04:30 PM,05:50 PM,M,134,Temple Hoyne Buell Hall
2021,Spring,ACE,440,1,13,10,5,19,3,0,0,3,0,0,0,1,0,"Allen, Sharon C",55461,GR,03:30 PM,04:50 PM,TR,,
2021,Spring,ACE,444,3,16,3,5,16,0,4,3,0,1,2,0,1,0,"Sherrick, Bruce J",71124,ONL,10:00 AM,10:50 AM,TR,,
2021,Spring,ACE,444,5,10,2,1,7,0,1,2,0,0,4,0,0,0,"Sherrick, Bruce J",71124,ONL,10:00 AM,10:50 AM,TR,,
2021,Spring,ACE,446,3,13,0,3,8,0,1,3,0,0,0,0,0,1,"Sherrick, Bruce J",71124,ONL,10:00 AM,10:50 AM,TR,,
2021,Spring,ACE,449,16,11,10,13,12,1,1,3,3,0,1,1,1,0,"Xu, Yilan",52916,GR,12:30 PM,01:50 PM,TR,,
2021,Spring,ACE,451,4,8,4,10,0,1,3,2,0,0,1,0,0,0,"McNamara, Paul E",49908,GR,09:30 AM,10:50 AM,TR,,
2021,Spring,ACE,456,0,8,0,3,5,0,2,7,0,0,4,0,1,0,"Hutchins, Jared P",45927,GR,12:30 PM,01:50 PM,TR,,
2021,Spring,ACE,474,12,13,5,5,6,4,3,2,0,0,0,0,1,0,"Xu, Yilan",40476,GR,02:00 PM,03:20 PM,TR,,
2021,Spring,ACE,476,2,9,11,5,2,1,0,2,0,0,1,0,1,0,"Herrera Almanza, Catalina",62224,GR,09:30 AM,11:00 AM,TR,,
2021,Spring,ACE,592,0,8,12,4,7,0,0,0,0,0,0,0,0,0,"Hutchins, Jared P",30664,SAE,04:00 PM,05:20 PM,TR,,
2021,Spring,ACES,102,28,11,1,1,3,0,0,1,0,0,0,0,3,0,"Ball, Anna L",73038,AB,02:00 PM,03:15 PM,TR,,
2021,Spring,ACES,179,9,15,2,4,1,0,1,0,0,0,0,0,2,0,"Reid, Debra A",73199,DAR,07:00 AM,07:50 AM,W,,
2021,Spring,ADV,150,117,61,0,3,20,2,1,4,0,0,0,0,13,0,"Hall, Steven R",60077,A,02:00 PM,03:20 PM,TR,,
2021,Spring,ADV,270,31,9,3,3,2,4,5,4,0,1,0,1,1,0,"Clifton, Dionne J",70232,A,12:30 PM,01:50 PM,MW,,
2021,Spring,ADV,281,1,14,1,1,9,2,0,1,0,0,1,0,0,0,"Shabalina, Olga I",68850,D1,03:00 PM,03:50 PM,R,,
2021,Spring,ADV,281,0,9,1,0,13,0,1,4,0,0,2,0,0,0,"Lee, Seo Yoon",68854,D3,09:00 AM,09:50 AM,F,,
2021,Spring,ADV,281,0,13,1,1,12,1,0,2,0,0,0,0,0,0,"Lee, Seo Yoon",68854,D3,09:00 AM,09:50 AM,F,,
2021,Spring,ADV,281,0,9,1,2,9,1,0,6,0,0,0,0,2,0,"Shabalina, Olga I",68856,D5,11:00 AM,11:50 AM,F,,
2021,Spring,ADV,283,3,9,8,0,3,1,1,0,0,0,1,0,1,0,"Hitchon, Jacqueline C",60080,A,12:30 PM,01:50 PM,TR,,
2021,Spring,ADV,283,0,13,8,3,3,1,0,0,0,0,0,0,0,0,"Mabry-Flynn, Amanda D",60081,B,12:30 PM,01:50 PM,TR,,
2021,Spring,ADV,283,7,6,9,3,1,0,0,0,0,0,0,0,1,0,"Hitchon, Jacqueline C",61736,C,09:30 AM,10:50 AM,TR,,
2021,Spring,ADV,283,1,8,5,1,3,2,0,0,1,0,0,0,0,0,"Fisher, Jacob T",70769,D,02:00 PM,03:20 PM,TR,,
2021,Spring,ADV,284,0,5,11,1,3,1,1,0,1,1,0,2,0,0,"Pham, Giang V",68858,D1,03:30 PM,04:50 PM,R,,
2021,Spring,ADV,284,0,7,10,2,3,3,0,0,0,0,0,0,0,0,"Pham, Giang V",68858,D1,03:30 PM,04:50 PM,R,,
2021,Spring,ADV,284,0,10,7,4,2,2,0,1,1,0,0,0,0,0,"Liu, Weizi",68860,D3,10:00 AM,11:20 AM,F,,
2021,Spring,ADV,284,0,7,7,3,5,1,1,2,0,0,1,0,0,0,"Liu, Weizi",68860,D3,10:00 AM,11:20 AM,F,,
2021,Spring,ADV,290,0,26,3,1,0,0,0,0,0,0,0,0,0,0,"Raquel, Steve A",67034,SPR,11:00 AM,01:50 PM,M,,
2021,Spring,ADV,305,21,39,7,4,4,2,0,1,1,0,0,0,1,0,"Fisher, Jacob T",67033,A,11:00 AM,12:20 PM,TR,,
2021,Spring,ADV,310,11,7,8,4,10,3,0,7,6,0,1,0,6,0,"Wirtz, John",54936,A,12:00 PM,12:50 PM,MWF,,
2021,Spring,ADV,311,0,18,13,5,8,6,3,1,1,0,0,0,0,0,"Chambers, Jason P",65258,A,ARRANGED,,,,
2021,Spring,ADV,320,22,18,12,8,3,0,4,2,2,0,3,1,2,0,"Clifton, Dionne J",70233,A,ARRANGED,,,,
2021,Spring,ADV,350,21,8,0,1,0,0,0,0,0,0,0,0,0,0,"Peacock, Marisa C",62664,C,05:00 PM,06:20 PM,MW,,
2021,Spring,ADV,370,39,18,11,9,1,6,2,3,1,2,2,1,9,0,"Clifton, Dionne J",70234,A,ARRANGED,,,,
2021,Spring,ADV,390,0,27,19,20,37,11,8,5,0,1,0,0,1,0,"Sheldon, Peter S",60085,A,11:00 AM,12:20 PM,TR,,
2021,Spring,ADV,400,0,24,3,1,0,0,0,0,0,0,0,0,0,0,"Duff, Brittany",30686,NSA,06:00 PM,08:50 PM,W,3,Gregory Hall
2021,Spring,ADV,409,5,16,0,1,0,0,0,0,0,0,0,0,0,0,"Kasdan, Terry P",68732,A,01:00 PM,02:20 PM,TR,,
2021,Spring,ADV,410,8,5,3,3,0,2,0,0,0,0,0,0,0,0,"Oh, Sanghwa",50144,A,11:00 AM,12:20 PM,TR,,
2021,Spring,ADV,410,20,2,0,0,2,0,0,0,0,0,0,0,0,0,"Wirtz, John",39501,B,02:00 PM,03:20 PM,TR,,
2021,Spring,ADV,460,13,17,4,4,0,4,1,1,0,0,1,0,2,0,"Ham, Chang Dae",71822,A,12:00 PM,01:20 PM,MW,,
2021,Spring,ADV,460,10,18,4,3,3,3,2,2,1,0,0,0,0,0,"Ham, Chang Dae",71822,A,12:00 PM,01:20 PM,MW,,
2021,Spring,ADV,460,9,10,5,2,2,0,0,1,0,0,1,0,0,0,"Maslowska, Ewa H",61526,E,12:30 PM,01:50 PM,MW,,
